clu.sa2,size,sa1_ratio,AllenAnnot,AllenAnnot_quality,AllenAnnot_ratio,L3Annot,L3Annot_quality,L3Annot_ratio,L2Annot,L2Annot_quality,L2Annot_ratio,class,class_quality,class_ratio,mainclass,mainclass_quality,mainclass_ratio
1-1-1,54637,0.93,Oligo_NN,high,1,MOL2,low,0.18,OGC2,high,0.93,NN,high,1,NN,high,1
1-1-2,43984,0.93,Oligo_NN,high,1,MOL2,low,0.39,OGC2,high,0.91,NN,high,1,NN,high,1
1-10-1,3301,0.93,Oligo_NN,high,1,MFOL1,low,0.18,OGC2,high,0.81,NN,high,1,NN,high,1
1-11-1,3273,0.94,Oligo_NN,high,1,MOL2,low,0.21,OGC2,high,0.82,NN,high,1,NN,high,1
1-12-1,3289,0.95,Oligo_NN,high,1,MOL2,low,0.21,OGC2,high,0.94,NN,high,1,NN,high,1
1-13-1,3206,0.95,Oligo_NN,high,1,MFOL1,low,0.28,OGC2,high,0.96,NN,high,1,NN,high,1
1-14-1,3082,0.94,Oligo_NN,high,1,MOL2,low,0.21,OGC2,high,0.94,NN,high,1,NN,high,1
1-15-1,3023,0.94,Oligo_NN,high,1,MOL2,low,0.21,OGC2,high,0.92,NN,high,1,NN,high,1
1-16-1,2819,0.94,Oligo_NN,high,1,MOL2,low,0.19,OGC2,high,0.85,NN,high,1,NN,high,1
1-17-1,2680,0.94,Oligo_NN,high,1,MFOL1,low,0.2,OGC2,high,0.88,NN,high,1,NN,high,1
1-18-1,2617,0.92,Oligo_NN,high,1,MOL2,low,0.19,OGC2,high,0.91,NN,high,1,NN,high,1
1-19-1,2396,0.94,Oligo_NN,high,1,MOL1,low,0.25,OGC2,high,0.73,NN,high,1,NN,high,1
1-2-1,52331,0.98,Oligo_NN,high,1,MOL1,high,0.96,OGC1,high,0.96,NN,high,1,NN,high,1
1-2-2,15636,0.89,Oligo_NN,high,1,MOL1,high,1,OGC1,high,1,NN,high,1,NN,high,1
1-20-1,2380,0.94,Oligo_NN,high,1,MOL2,low,0.2,OGC2,high,0.82,NN,high,1,NN,high,1
1-21-1,2259,0.94,Oligo_NN,high,1,MOL2,low,0.21,OGC2,high,0.85,NN,high,1,NN,high,1
1-22-1,2210,0.93,Oligo_NN,high,1,MOL2,low,0.24,OGC2,high,0.82,NN,high,1,NN,high,1
1-23-1,2067,0.93,Oligo_NN,high,1,MOL2,low,0.2,OGC2,high,0.84,NN,high,1,NN,high,1
1-24-1,1965,0.9,Oligo_NN,high,1,MFOL1,low,0.21,OGC2,high,0.92,NN,high,1,NN,high,1
1-25-1,1832,0.94,Oligo_NN,high,1,MOL2,low,0.23,OGC2,high,0.94,NN,high,1,NN,high,1
1-26-1,1735,0.94,Oligo_NN,high,1,MOL2,low,0.21,OGC2,high,0.87,NN,high,1,NN,high,1
1-27-1,1642,0.93,Oligo_NN,high,1,MOL2,low,0.2,OGC2,high,0.88,NN,high,1,NN,high,1
1-28-1,973,0.63,Oligo_NN,medium,0.68,MOL5,low,0.32,OGC2,medium,0.54,NN,high,1,NN,high,1
1-28-2,122,0.75,Endo_NN,high,0.97,VEC5,high,0.97,VEC,high,0.97,NN,high,1,NN,high,1
1-29-1,1365,0.93,Oligo_NN,high,1,MOL2,low,0.21,OGC2,high,0.89,NN,high,1,NN,high,1
1-3-1,43310,0.99,Oligo_NN,high,1,MOL6,low,0.35,OGC2,high,0.94,NN,high,1,NN,high,1
1-3-2,23117,0.99,Oligo_NN,high,1,MOL2,low,0.34,OGC2,high,0.96,NN,high,1,NN,high,1
1-30-1,1329,0.93,Oligo_NN,high,1,MOL2,low,0.22,OGC2,high,0.94,NN,high,1,NN,high,1
1-4-1,31484,0.9,Oligo_NN,high,1,MOL3,medium,0.5,OGC2,high,0.89,NN,high,1,NN,high,1
1-4-2,21073,0.92,Oligo_NN,high,1,MOL3,medium,0.6,OGC2,high,0.82,NN,high,1,NN,high,1
1-4-3,406,0.88,Oligo_NN,high,1,MOL3,medium,0.61,OGC2,high,0.9,NN,high,1,NN,high,1
1-5-1,19342,0.95,Oligo_NN,high,1,MFOL2,medium,0.64,IOL,medium,0.64,NN,high,1,NN,high,1
1-5-2,5196,0.91,Oligo_NN,high,1,MFOL2,high,0.92,IOL,high,1,NN,high,1,NN,high,1
1-6-1,4959,0.96,Oligo_NN,high,1,MOL2,low,0.36,OGC2,high,0.79,NN,high,1,NN,high,1
1-7-1,4608,0.95,Oligo_NN,high,1,MOL2,low,0.2,OGC2,high,0.89,NN,high,1,NN,high,1
1-8-1,3609,0.96,Oligo_NN,high,1,MOL2,low,0.38,OGC2,high,0.84,NN,high,1,NN,high,1
1-9-1,3397,0.94,Oligo_NN,high,1,MOL2,low,0.23,OGC2,high,0.85,NN,high,1,NN,high,1
10-1-2,1993,0.99,CB_Granule_Glut,high,1,CBGRANGL1,high,0.74,CBGRGL,high,1,Glut,high,1,GLUT,high,1
10-1-1,42926,0.98,CB_Granule_Glut,high,1,CBGRANGL1,high,0.92,CBGRGL,high,1,Glut,high,1,GLUT,high,1
10-2-2,1444,0.94,CB_Granule_Glut,high,1,CBGRANGL2,high,0.88,CBGRGL,high,1,Glut,high,1,GLUT,high,1
10-2-1,34501,0.91,CB_Granule_Glut,high,1,CBGRANGL2,high,0.93,CBGRGL,high,1,Glut,high,1,GLUT,high,1
10-3-1,6663,0.99,CB_Granule_Glut,high,1,CBGRANGL3,high,0.78,CBGRGL,high,1,Glut,high,1,GLUT,high,1
10-3-2,2186,0.98,CB_Granule_Glut,high,1,CBGRANGL3,medium,0.68,CBGRGL,high,1,Glut,high,1,GLUT,high,1
11-1-1,84281,0.97,Microglia_NN,high,1,MGL1,high,1,MGL,high,1,NN,high,1,NN,high,1
11-1-2,586,0.95,Microglia_NN,high,0.99,MGL1,high,0.99,MGL,high,1,NN,high,1,NN,high,1
11-2-1,3109,0.9,BAM_NN,high,0.98,PVM,high,0.98,MGL,high,1,NN,high,1,NN,high,1
11-2-2,720,0.89,BAM_NN,high,0.97,PVM,high,0.97,MGL,high,1,NN,high,1,NN,high,1
11-3-2,130,0.72,BAM_NN,high,0.75,PVM,high,0.75,MGL,high,0.96,NN,high,1,NN,high,1
11-3-1,214,0.72,BAM_NN,high,0.88,PVM,high,0.88,MGL,high,0.95,NN,high,1,NN,high,1
11-4-1,52,0.14,Microglia_NN,medium,0.52,MGL1,medium,0.42,MGL,medium,0.52,NN,high,0.71,NN,high,0.71
12-1-1,37560,0.93,MSN_D2_Gaba,medium,0.53,D1MSN1,low,0.18,D12MSN,high,0.99,Gaba,high,1,GABA,high,1
12-1-2,23846,0.96,MSN_D1_Gaba,medium,0.51,D2MSN3,low,0.21,D12MSN,high,0.97,Gaba,high,1,GABA,high,1
12-2-1,9394,0.93,STR-PAL_Chst9_Gaba,high,0.98,STRGA1,low,0.32,STRPALGA,high,0.98,Gaba,high,1,GABA,high,1
12-2-2,7302,0.94,STR-PAL_Chst9_Gaba,high,0.85,STRGA4,low,0.25,STRPALGA,high,0.98,Gaba,high,1,GABA,high,1
12-2-3,765,0.75,STR-PAL_Chst9_Gaba,high,0.86,STRGA10,high,0.72,STRPALGA,high,0.86,Gaba,high,0.98,GABA,high,0.99
12-3-2,896,0.92,MSN_D1_Gaba,high,0.97,PIRGA1,high,0.97,PIRGA,high,0.97,Gaba,high,0.99,GABA,high,0.99
12-3-1,1371,0.94,MSN_D1_Gaba,high,0.97,PIRGA1,high,0.96,PIRGA,high,0.96,Gaba,high,1,GABA,high,1
12-4-2,360,0.93,CEA-AAA-BST_Six3_Cyp26b1_Gaba,high,0.76,Six3CABGA1,medium,0.54,AMYGAGL,high,0.81,Gaba,high,1,GABA,high,1
12-4-1,1381,0.95,CEA-AAA-BST_Six3_Cyp26b1_Gaba,high,0.77,Six3CABGA2,high,0.76,AMYGAGL,high,0.78,Gaba,high,1,GABA,high,1
13-1-2,3502,0.96,L5_IT_CTX_Glut,high,0.83,ITL6GL1,high,0.81,ITL56GL,high,0.95,Glut,high,1,GLUT,high,1
13-1-1,16286,0.94,L5_IT_CTX_Glut,high,0.98,ITL6GL1,high,0.91,ITL56GL,high,0.98,Glut,high,1,GLUT,high,1
13-2-2,3729,0.95,L6_IT_CTX_Glut,medium,0.67,ITL6GL2,medium,0.53,ITL56GL,high,0.99,Glut,high,1,GLUT,high,1
13-2-1,4038,0.94,L6_IT_CTX_Glut,high,0.97,ITL6GL2,high,0.96,ITL56GL,high,0.99,Glut,high,1,GLUT,high,1
13-2-3,2571,0.94,L6_IT_CTX_Glut,high,0.91,ITL6GL2,high,0.9,ITL56GL,high,1,Glut,high,1,GLUT,high,1
13-3-2,4815,0.95,L6_IT_CTX_Glut,high,0.93,ITL6GL2,high,0.88,ITL56GL,high,0.99,Glut,high,1,GLUT,high,1
13-3-1,4817,0.94,L6_IT_CTX_Glut,high,0.94,ITL6GL2,high,0.9,ITL56GL,high,0.99,Glut,high,1,GLUT,high,1
13-4-1,5074,0.94,L5-6_IT_TPE-ENT_Glut,high,0.73,ITL6GL4,high,0.73,ITL56GL,high,0.94,Glut,high,1,GLUT,high,1
13-4-2,2282,0.94,L5-6_IT_TPE-ENT_Glut,high,0.92,ITL6GL4,high,0.89,ITL56GL,high,0.97,Glut,high,1,GLUT,high,1
13-5-3,1049,0.93,L5-6_IT_TPE-ENT_Glut,high,0.95,ITL6GL6,high,0.95,ITL56GL,high,0.96,Glut,high,1,GLUT,high,1
13-5-5,866,0.91,L5-6_IT_TPE-ENT_Glut,high,0.95,ITL6GL6,high,0.94,ITL56GL,high,0.95,Glut,high,1,GLUT,high,1
13-5-6,464,0.94,L5-6_IT_TPE-ENT_Glut,high,1,ITL6GL6,high,1,ITL56GL,high,1,Glut,high,1,GLUT,high,1
13-5-4,939,0.95,L5-6_IT_TPE-ENT_Glut,high,0.94,ITL6GL6,high,0.94,ITL56GL,high,0.95,Glut,high,1,GLUT,high,1
13-5-8,273,0.96,L5-6_IT_TPE-ENT_Glut,high,0.85,ITL6GL6,high,0.85,ITL56GL,high,1,Glut,high,1,GLUT,high,1
13-5-1,1410,0.93,L5-6_IT_TPE-ENT_Glut,high,0.96,ITL6GL6,high,0.91,ITL56GL,high,0.99,Glut,high,1,GLUT,high,1
13-5-2,1342,0.95,L5-6_IT_TPE-ENT_Glut,high,1,ITL6GL6,high,1,ITL56GL,high,1,Glut,high,1,GLUT,high,1
13-5-7,285,0.88,L5-6_IT_TPE-ENT_Glut,high,0.96,ITL6GL6,high,0.95,ITL56GL,high,0.96,Glut,high,1,GLUT,high,1
13-6-1,3408,0.95,L6_IT_CTX_Glut,high,0.93,ITL6GL5,high,0.91,ITL56GL,high,0.99,Glut,high,1,GLUT,high,1
13-6-2,3076,0.95,L6_IT_CTX_Glut,high,0.98,ITL6GL5,high,0.91,ITL56GL,high,0.99,Glut,high,1,GLUT,high,1
13-7-2,1435,0.84,L5-6_IT_TPE-ENT_Glut,high,0.94,ITL6GL7,medium,0.51,ITL56GL,high,0.99,Glut,high,1,GLUT,high,1
13-7-1,3138,0.8,L5-6_IT_TPE-ENT_Glut,high,0.86,ITL6GL7,high,0.8,ITL56GL,high,0.93,Glut,high,1,GLUT,high,1
13-7-3,919,0.89,L5-6_IT_TPE-ENT_Glut,high,0.98,ITL6GL7,high,0.95,ITL56GL,high,0.96,Glut,high,1,GLUT,high,1
13-8-1,5373,0.95,L5_IT_CTX_Glut,high,0.95,ITL6GL3,high,0.95,ITL56GL,high,0.97,Glut,high,1,GLUT,high,1
13-8-2,811,0.91,L6_CT_CTX_Glut,medium,0.51,CTGL9,medium,0.5,CTL6GL,medium,0.51,Glut,high,1,GLUT,high,1
14-1-1,17517,0.94,Pvalb_Gaba,high,1,PVGA1,low,0.35,PVGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
14-1-3,3537,0.95,Pvalb_Gaba,high,0.99,PVGA6,high,0.9,PVGA,high,0.98,Gaba,high,0.99,GABA,high,0.99
14-1-2,6582,0.95,Pvalb_Gaba,high,0.99,PVGA3,high,0.7,PVGA,high,0.99,Gaba,high,1,GABA,high,1
14-2-1,6691,0.92,Sst_Gaba,high,0.92,SSTGA1,high,0.73,SSTGA,high,0.92,Gaba,high,0.99,GABA,high,0.99
14-2-2,5294,0.92,Sst_Gaba,high,0.99,SSTGA4,medium,0.62,SSTGA,high,0.99,Gaba,high,1,GABA,high,1
14-3-1,1860,0.91,Sst_Gaba,high,0.99,SSTGA2,high,0.95,SSTGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
14-3-2,1273,0.92,Sst_Gaba,high,0.99,SSTGA5,high,0.87,SSTGA,high,0.99,Gaba,high,1,GABA,high,1
14-3-3,905,0.9,Sst_Gaba,high,0.98,SSTGA2,high,0.91,SSTGA,high,0.98,Gaba,high,1,GABA,high,1
14-3-5,605,0.91,Sst_Gaba,high,1,SSTGA3,high,0.92,SSTGA,high,1,Gaba,high,1,GABA,high,1
14-3-4,868,0.89,Sst_Gaba,high,0.99,SSTGA2,high,0.96,SSTGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
14-3-6,348,0.88,Sst_Gaba,high,0.99,SSTGA2,high,0.93,SSTGA,high,0.98,Gaba,high,0.99,GABA,high,0.99
14-4-3,885,0.92,Sst_Chodl_Gaba,high,0.98,CholdlSSTGA2,high,0.96,SSTGA,high,1,Gaba,high,1,GABA,high,1
14-4-1,2253,0.9,Sst_Gaba,high,0.88,SSTGA3,high,0.85,SSTGA,high,0.99,Gaba,high,1,GABA,high,1
14-4-2,1745,0.8,Sst_Gaba,medium,0.61,SSTGA7,medium,0.59,SSTGA,medium,0.61,Gaba,high,1,GABA,high,1
14-5-2,1048,0.93,Sst_Gaba,high,0.94,SSTGA9,high,0.75,PVGA,high,0.81,Gaba,high,1,GABA,high,1
14-5-1,2543,0.9,Sst_Gaba,high,0.97,SSTGA6,high,0.88,SSTGA,high,0.96,Gaba,high,0.99,GABA,high,0.99
14-5-3,935,0.91,Pvalb_Gaba,high,0.99,PVGA10,high,0.97,PVGA,high,0.99,Gaba,high,1,GABA,high,1
14-6-1,4141,0.93,Pvalb_Gaba,high,0.98,PVGA5,high,0.92,PVGA,high,0.98,Gaba,high,0.99,GABA,high,1
14-6-2,318,0.96,Pvalb_Gaba,medium,0.57,PVGA5,low,0.15,PVGA,medium,0.62,Gaba,high,1,GABA,high,1
14-7-2,464,0.95,STR_Prox1_Lhx6_Gaba,high,0.9,Prox1STRGA1,high,0.9,STRGA,high,0.9,Gaba,high,1,GABA,high,1
14-7-1,954,0.87,STR_Prox1_Lhx6_Gaba,high,0.96,Prox1STRGA1,high,0.96,STRGA,high,0.96,Gaba,high,1,GABA,high,1
14-7-4,304,0.91,STR_Prox1_Lhx6_Gaba,high,0.89,Prox1STRGA1,high,0.89,STRGA,high,0.89,Gaba,high,1,GABA,high,1
14-7-3,323,0.95,STR_Prox1_Lhx6_Gaba,high,0.88,Prox1STRGA2,high,0.78,STRGA,high,0.88,Gaba,high,1,GABA,high,1
14-8-1,1539,0.91,Pvalb_chandelier_Gaba,high,0.99,PVGA9,high,0.99,PVGA,high,0.99,Gaba,high,1,GABA,high,1
14-8-2,132,0.75,Pvalb_chandelier_Gaba,high,0.93,PVGA9,high,0.93,PVGA,high,0.97,Gaba,high,1,GABA,high,1
15-1-5,770,0.86,DG_Glut,high,1,GRC7,high,0.79,HPFGL,high,0.96,Glut,high,1,GLUT,high,1
15-1-4,5598,0.96,DG_Glut,high,1,GRC4,low,0.28,HPFGL,high,1,Glut,high,1,GLUT,high,1
15-1-1,14449,0.97,DG_Glut,high,1,GRC3,medium,0.49,HPFGL,high,1,Glut,high,1,GLUT,high,1
15-1-2,10332,0.98,DG_Glut,high,1,GRC1,medium,0.61,HPFGL,high,1,Glut,high,1,GLUT,high,1
15-1-3,6508,0.95,DG_Glut,high,1,GRC4,high,0.82,HPFGL,high,1,Glut,high,1,GLUT,high,1
15-2-1,13811,0.98,DG_Glut,high,1,GRC2,medium,0.56,HPFGL,high,1,Glut,high,1,GLUT,high,1
15-2-2,6079,0.96,DG_Glut,high,1,GRC5,medium,0.56,HPFGL,high,1,Glut,high,1,GLUT,high,1
15-2-3,1173,0.96,DG_Glut,high,1,GRC2,high,0.98,HPFGL,high,1,Glut,high,1,GLUT,high,1
15-3-1,795,0.93,DG_Glut,high,0.99,GRC4,high,0.99,HPFGL,high,0.99,Glut,high,1,GLUT,high,1
15-3-2,279,0.95,DG_Glut,high,0.99,GRC4,high,0.99,HPFGL,high,0.99,Glut,high,1,GLUT,high,1
16-1-8,964,0.86,Vip_Gaba,high,0.99,VIPGA3,high,0.88,VIPGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
16-1-2,1980,0.88,Vip_Gaba,high,0.99,VIPGA1,high,0.97,VIPGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
16-1-4,1584,0.84,Vip_Gaba,high,1,VIPGA1,high,1,VIPGA,high,1,Gaba,high,1,GABA,high,1
16-1-1,2138,0.87,Vip_Gaba,high,0.99,VIPGA1,high,0.98,VIPGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
16-1-5,1287,0.85,Vip_Gaba,high,0.99,VIPGA1,high,0.98,VIPGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
16-1-6,1252,0.86,Vip_Gaba,high,0.99,VIPGA1,medium,0.59,VIPGA,high,0.99,Gaba,high,0.99,GABA,high,0.99
16-1-3,1802,0.87,Vip_Gaba,high,1,VIPGA3,high,0.97,VIPGA,high,1,Gaba,high,1,GABA,high,1
16-1-7,1114,0.86,Vip_Gaba,high,1,VIPGA3,high,0.89,VIPGA,high,1,Gaba,high,1,GABA,high,1
16-1-10,21,0.12,Vip_Gaba,high,0.71,VIPGA1,medium,0.52,VIPGA,high,0.71,Gaba,high,0.71,GABA,high,0.71
16-1-9,183,0.93,Vip_Gaba,medium,0.61,VIPGA1,low,0.33,VIPGA,medium,0.62,Gaba,high,1,GABA,high,1
16-2-1,6949,0.86,Lamp5_Gaba,high,1,LAMGA1,high,0.81,LAMGA,high,1,Gaba,high,1,GABA,high,1
16-2-2,4036,0.87,Lamp5_Gaba,high,1,LAMGA2,high,0.86,LAMGA,high,1,Gaba,high,1,GABA,high,1
16-3-3,595,0.77,Vip_Gaba,high,0.91,VIPGA2,high,0.84,VIPGA,high,0.91,Gaba,high,0.99,GABA,high,0.99
16-3-6,464,0.83,Vip_Gaba,high,0.99,VIPGA2,high,0.98,VIPGA,high,0.99,Gaba,high,1,GABA,high,1
16-3-2,879,0.81,Vip_Gaba,high,1,VIPGA2,high,0.99,VIPGA,high,1,Gaba,high,1,GABA,high,1
16-3-1,989,0.84,Vip_Gaba,high,0.97,VIPGA2,high,0.96,VIPGA,high,0.97,Gaba,high,1,GABA,high,1
16-3-8,327,0.89,Vip_Gaba,high,1,VIPGA2,high,0.96,VIPGA,high,1,Gaba,high,1,GABA,high,1
16-3-4,504,0.81,Vip_Gaba,high,1,VIPGA2,high,1,VIPGA,high,1,Gaba,high,1,GABA,high,1
16-3-5,502,0.86,RHP-COA_Ndnf_Gaba,high,0.88,VIPGA5,high,0.88,VIPGA,high,0.9,Gaba,high,0.99,GABA,high,0.99
16-3-10,145,0.72,RHP-COA_Ndnf_Gaba,high,0.94,VIPGA5,high,0.94,VIPGA,high,0.94,Gaba,high,1,GABA,high,1
16-3-7,395,0.79,Vip_Gaba,high,0.93,VIPGA2,high,0.92,VIPGA,high,0.98,Gaba,high,1,GABA,high,1
16-3-9,153,0.71,Vip_Gaba,high,0.81,VIPGA2,high,0.81,VIPGA,high,0.95,Gaba,high,0.99,GABA,high,0.99
16-4-1,1884,0.84,Lamp5_Gaba,high,0.94,LAMGA4,high,0.82,LAMGA,high,0.94,Gaba,high,1,GABA,high,1
16-4-2,389,0.86,Lamp5_Gaba,high,0.97,LAMGA6,high,0.94,LAMGA,high,0.97,Gaba,high,1,GABA,high,1
16-5-1,1153,0.85,Vip_Gaba,high,0.96,VIPGA4,high,0.95,VIPGA,high,0.97,Gaba,high,1,GABA,high,1
16-5-2,1050,0.86,Vip_Gaba,high,0.99,VIPGA4,high,0.91,VIPGA,high,0.99,Gaba,high,1,GABA,high,1
16-6-2,1001,0.83,Lamp5_Lhx6_Gaba,high,0.95,LAMGA3,high,0.95,LAMGA,high,0.99,Gaba,high,1,GABA,high,1
16-6-1,1085,0.81,Lamp5_Lhx6_Gaba,high,0.97,LAMGA3,high,0.97,LAMGA,high,0.98,Gaba,high,1,GABA,high,1
17-1-1,10270,0.98,VLMC_NN,high,1,VLMC1,high,0.92,VLMC,high,1,NN,high,1,NN,high,1
17-1-2,4202,0.99,VLMC_NN,high,1,VLMC1,high,0.87,VLMC,high,1,NN,high,1,NN,high,1
17-2-2,2647,0.98,VLMC_NN,high,1,VLMC4,high,0.88,VLMC,high,1,NN,high,1,NN,high,1
17-2-1,5738,0.96,VLMC_NN,high,1,VLMC3,high,0.81,VLMC,high,1,NN,high,1,NN,high,1
17-2-3,176,0.97,VLMC_NN,high,0.98,VLMC4,high,0.95,VLMC,high,0.98,NN,high,1,NN,high,1
17-3-1,3876,0.95,VLMC_NN,high,1,VLMC2,high,0.97,VLMC,high,1,NN,high,1,NN,high,1
17-3-2,3158,0.97,VLMC_NN,high,1,VLMC2,high,0.95,VLMC,high,1,NN,high,1,NN,high,1
17-3-3,1262,0.93,VLMC_NN,high,1,VLMC2,high,0.82,VLMC,high,1,NN,high,1,NN,high,1
17-4-2,1136,0.95,VLMC_NN,high,1,VLMC5,high,0.92,VLMC,high,1,NN,high,1,NN,high,1
17-4-1,1265,0.95,VLMC_NN,high,1,VLMC5,high,0.92,VLMC,high,1,NN,high,1,NN,high,1
17-5-1,171,0.41,VLMC_NN,high,0.85,VLMC6,high,0.7,VLMC,high,0.85,NN,high,0.86,NN,high,0.86
17-5-2,175,0.66,VLMC_NN,high,0.72,VLMC6,medium,0.7,VLMC,high,0.72,NN,high,1,NN,high,1
17-6-1,290,0.58,VLMC_NN,high,0.86,VLMC7,high,0.79,VLMC,high,0.86,NN,high,1,NN,high,1
17-7-1,375,0.76,VLMC_NN,high,0.75,VLMC6,high,0.75,VLMC,high,0.75,NN,high,1,NN,high,1
17-8-1,153,0.98,VLMC_NN,high,0.99,VLMC1,high,0.71,VLMC,high,0.99,NN,high,1,NN,high,1
